agent_id,agent_name,Assassin 1.1,Assassin 1.2,Assassin 1.3,Assassin 1.4,Assassin 1.5,Assassin 1.6,Assassin Slot 2.1,Assassin Slot 2.2,Assassin Slot 2.3,Assassin Slot 2.4,Assassin Slot 2.5,Assassin Slot 2.6,Berserker 1.1,Berserker 1.2,Berserker 1.3,Berserker 1.4,Berserker 1.5,Berserker 1.6,Berserker Slot 2.1,Berserker Slot 2.2,Berserker Slot 2.3,Berserker Slot 2.4,Berserker Slot 2.5,Berserker Slot 2.6,Biosculptor 1.1,Biosculptor 1.2,Biosculptor 1.3,Biosculptor 1.4,Biosculptor 1.5,Biosculptor 1.6,Biosculptor Slot 2.1,Biosculptor Slot 2.2,Biosculptor Slot 2.3,Biosculptor Slot 2.4,Biosculptor Slot 2.5,Biosculptor Slot 2.6,Engineer 1.1,Engineer 1.2,Engineer 1.3,Engineer 1.4,Engineer 1.5,Engineer 1.6,Engineer Slot 2.1,Engineer Slot 2.2,Engineer Slot 2.3,Engineer Slot 2.4,Engineer Slot 2.5,Engineer Slot 2.6,Explorer 1.1,Explorer 1.2,Explorer 1.3,Explorer 1.4,Explorer 1.5,Explorer 1.6,Explorer Slot 2.1,Explorer Slot 2.2,Explorer Slot 2.3,Explorer Slot 2.4,Explorer Slot 2.5,Explorer Slot 2.6,Sniper 1.1,Sniper 1.2,Sniper 1.3,Sniper 1.4,Sniper 1.5,Sniper 1.6,Sniper Slot 2.1,Sniper Slot 2.2,Sniper Slot 2.3,Sniper Slot 2.4,Sniper Slot 2.5,Sniper Slot 2.6,Paladin 1.1,Paladin 1.2,Paladin 1.3,Paladin 1.4,Paladin 1.5,Paladin 1.6,Paladin Slot 2.1,Paladin Slot 2.2,Paladin Slot 2.3,Paladin Slot 2.4,Paladin Slot 2.5,Paladin Slot 2.6,Sentinel 1.1,Sentinel 1.2,Sentinel 1.3,Sentinel 1.4,Sentinel 1.5,Sentinel 1.6,Sentinel Slot 2.1,Sentinel Slot 2.2,Sentinel Slot 2.3,Sentinel Slot 2.4,Sentinel Slot 2.5,Sentinel Slot 2.6,Trapmaster 1.1,Trapmaster 1.2,Trapmaster 1.3,Trapmaster 1.4,Trapmaster 1.5,Trapmaster 1.6,Trapmaster Slot 2.1,Trapmaster Slot 2.2,Trapmaster Slot 2.3,Trapmaster Slot 2.4,Trapmaster Slot 2.5,Trapmaster Slot 2.6
2933,The Horrific Father Olar,,,,,,,,,,,,,,,,,,,,,,,,,Bioreloader,Harvesting Sensors,Breath III,Extra Phalanges,Breath IV,Accelerate,Picomedics,Harvesting Augment,Regenerative Plates,Consume,Rapid Regeneration,Lightspeed,,,,,,,,,,,,,,,,,,,,,,,,,Marksman,Hypersonic Payload,High Velocity Shells,Barbed Ammo,Sharpshooter,Concealment,Hyper Ammo,Deadeye,Boots of the Dervish,Speed Loader,Repositioning,Skedaddle,,,,,,,,,,,,,Armored Backpack,Combat Training,Honor Guard,Guardian,Aegis,Warden,Beef,Immovable,Fortify,Resolute,Praetorian,Turtle Up,,,,,,,,,,,,
2549,Norbertin Lorette from Drying Violeduché,Chaos Diver,Twilight Blade,Lethal Focus,Bedlam,Meditation,Midnight Whisper,Shadow of Darkness,Vanishing Act,Shadow of the Bat,Shadow of the Moon,Shadow of the Imp,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Muse,Forbidden Knowledge,Shardstorm Accelerant,Blast Armor,Fleeting Genius,Scent of Weakness,Aegis,Deep Insights,Overclock,Revelation,Quantum Core,Flux,Haste,Pulsar,Shard Research,Cheat Code,Shard Frenzy,Fast Travel,Sharder Mk I,Nimble,Time Warp,Accelerate,Marathoner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,Amroth Runeveren from the Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyper Propulsion,Fragmenting Ammo,Speed Loader,Leg Day,High Velocity Shells,Boots of the Dervish,Deadeye,Hyper Ammo,Barbed Ammo,Concealment,Repositioning,Skedaddle,,,,,,,,,,,,,Fortify,Honor Guard,Royal Guard,Aegis,Resolute,Reinforcing Plates,Order Armor,Momentum,Guardian,Beefup,Bulwark,Turtle Up,Blur,Shadow of Darkness,Freshman,Fog Trap,Now You See Me...,Junior,Cloaking Drone,Elemental Velocity,Sophomore,Fade Into The Night,Brain Drain,Revelation
1883,Stirring Minddistiller,,,,,,,,,,,,,Enhanced Strength,Anarchy,Kabooooom!,Drums of War,Titan's Force,Brute,Chaos Surfer,Durasteel Haft,Madhouse,Micro Explosives,"Gym, Tan, Laundry",Heavy Hands,,,,,,,,,,,,,Scent of Weakness,Mainframe,Aegis,Quick Thinker,Reinforcing Plates,Revelation,Sightsee,Forbidden Knowledge,Deep Insights,Quantum Core,Brain Drain,Senior,Haste,Moment,Nimble,Time Dilation,Time Warp,Cheat Code,Sharder Mk I,Pulsar,Shard Research,Dimension Shift,Cover Expert,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,Carter-Hesperionax from the Pinnacle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flux,Sharder Mk I,Opportunity Window,Repositioning,Moment,Cheat Code,Haste,Cover Expert,Sharder Mk II,Dimension Shift,Nimble,Matrix Building,,,,,,,,,,,,,Breath I,Titan Blood,Battle School Faculty,Breath II,Healthy Habits,Steel Tornado,Powered Weapon,Whirlwind,Gift of the Shards,Respect the Fallen,Hunter,Breath IV,,,,,,,,,,,,,Shadow of Darkness,Sophomore,Quick Thinker,Fade Into The Night,Revelation,Junior,Vanishing Act,Sidestep,Scouting Drones,Now You See Me...,Blurring Movement,Elemental Extraction
1961,Metaphysical Orenthil,Twilight Blade,Vanishing Act,Blood Sport,Shadow of the Bat,Lethal Focus,Shadow of the Imp,Shadow of Darkness,Chaos Diver,Bedlam,Shadow of the Moon,Night Edge,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Flux,Sharder Mk II,Cover Expert,Pulsar,Shard Frenzy,Sharder Mk I,Fast Travel,Dimension Shift,Shard Research,Nimble,Cheat Code,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Combat Training,Honor Guard,Guardian,Beefup,Royal Guard,Fortify,Armored Backpack,Order Armor,Aegis,Resolute,Praetorian,,,,,,,,,,,,
1783,"Willalme Varenne, Squire of Respect",,,,,,,,,,,,,Anarchy,Battle Roar,War Cry,Seethe,Micro Explosives,Brute,Enhanced Strength,Chaos Surfer,Thrill of Battle,Madhouse,Kabooooom!,"Gym, Tan, Laundry",Bioreloader,Breath I,Metamorphosis,Harvesting Augment,Regenerative Plates,Accelerate,Picomedics,Flux,Breath III,Consume,Harvesting Sensors,Lightspeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blur,Quick Thinker,Sophomore,Fog Trap,Sidestep,Junior,Shadow of Darkness,Freshman,Decoy,Fade Into The Night,Revelation,Elemental Extraction
2252,Baltheron Virtorian from Pelagostria,,,,,,,,,,,,,,,,,,,,,,,,,Bioreloader,Extract Essence,Nanomedics,Consume,Apotheosis,Lightspeed,Flux,Breath III,Harvesting Sensors,Health Augment,Rapid Regeneration,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,Fragmenting Ammo,Sprinting Burst,Repositioning,Speed Loader,Resourceful,High Velocity Shells,Eagle Eye,Exposed Weaknesses,Boots of the Dervish,Leg Day,Barbed Ammo,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,Shadow of Darkness,Vanishing Act,Scouting Drones,Quick Thinker,Decoy,Junior,Blur,Elemental Velocity,Freshman,Fog Trap,Brain Drain,Elemental Extraction
2591,Cadric Bordelais from the Last Bluff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Fast Travel,Pulsar,Time Warp,Shard Research,Marathoner,Sharder Mk I,Flux,Sharder Mk II,Nimble,Dimension Shift,Accelerate,,,,,,,,,,,,,Picomedics,Light's Touch,Whirlwind,Titan Blood,Steel Tornado,Breath IV,Powered Weapon,Arm of Justice,Breath II,Hunter,Room to Grow,Light's Avatar,,,,,,,,,,,,,Blur,Elemental Velocity,Quick Thinker,Decoy,Now You See Me...,Junior,Shadow of Darkness,Freshman,Scouting Drones,Fog Trap,Revelation,Brain Drain
2825,The Pagan Brother Dale-Nesdin,Shadow of Darkness,Chaos Diver,Bedlam,Sidestep,Night Edge,Pandemonium,Blur,Shadow of the Bat,Shadow of the Moon,Leg Day,Shadow of the Imp,Midnight Whisper,,,,,,,,,,,,,,,,,,,,,,,,,Sightsee,Fortify,Immovable,Deep Insights,Aegis,Quantum Core,Muse,Scent of Weakness,Shardstorm Accelerant,Quick Thinker,Brain Drain,Senior,,,,,,,,,,,,,Charged Ammo,Sprinting Burst,High Velocity Shells,Sharpshooter,Resourceful,Barbed Ammo,Fragmenting Ammo,Exposed Weaknesses,Speed Loader,Repositioning,Leg Day,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,Aurel Marchand from Cœurmontreux,Shadow of Darkness,Vanishing Act,Lethal Focus,Night Edge,Meditation,Shadow of the Moon,Chaos Diver,Blood Sport,Bedlam,Sidestep,Shadow of the Bat,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,Muse,Scent of Weakness,Deep Insights,Shardstorm Accelerant,Blast Armor,Reinforcing Plates,Sightsee,Quick Thinker,Forbidden Knowledge,Overclock,Brain Drain,Quantum Core,,,,,,,,,,,,,,,,,,,,,,,,,Picomedics,Order Armor,Battle School Faculty,Healthy Habits,Whirlwind,Light's Avatar,Breath I,Powered Weapon,Light's Embrace,Titan Blood,Arm of Justice,Room to Grow,,,,,,,,,,,,,,,,,,,,,,,,
1609,"Valinora, the Cousin of the Pink Seer",Twilight Blade,Blur,Chaos Diver,Night Edge,Bedlam,Pandemonium,Shadow of Darkness,Vanishing Act,Leg Day,Shadow of the Bat,Shadow of the Imp,Midnight Whisper,,,,,,,,,,,,,,,,,,,,,,,,,Muse,Mainframe,Deep Insights,Forbidden Knowledge,Brain Drain,Revelation,Scent of Weakness,Quick Thinker,Shardstorm Accelerant,Aegis,Reinforcing Plates,Senior,,,,,,,,,,,,,Hyper Ammo,Charged Ammo,Sprinting Burst,Repositioning,Speed Loader,High Velocity Shells,Hyper Propulsion,Fragmenting Ammo,Marksman,Boots of the Dervish,Resourceful,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Grand-Prevalon Félicien,Twilight Blade,Blur,Shadow of the Moon,Bedlam,Sidestep,Pandemonium,Shadow of Darkness,Chaos Diver,Leg Day,Shadow of the Bat,Midnight Whisper,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Shard Research,Dimension Shift,Speedrun,Home Field Advantage,Shard Frenzy,Nimble,Moment,Time Warp,Sharder Mk II,Cover Expert,Accelerate,,,,,,,,,,,,,Breath I,Order Armor,Respect the Fallen,Arm of Justice,Breath IV,Indomitable,Powered Weapon,Whirlwind,Breath II,Exercise Regimen,Hunter,Room to Grow,,,,,,,,,,,,,,,,,,,,,,,,
2872,Soren from Torafrostur,,,,,,,,,,,,,Anarchy,Frenzy,Seethe,Kabooooom!,War Cry,Primal Scream,Battle Roar,Enhanced Strength,Drums of War,Thrill of Battle,Titan's Force,Brute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combat Training,Fortify,Planned Retreat,Resolute,Guardian,Warden,Beef,Immovable,Aegis,Royal Guard,Bulwark,Turtle Up,Shadow of Darkness,Vanishing Act,Elemental Velocity,Freshman,Fade Into The Night,Revelation,Blur,Cloaking Drone,Decoy,Sophomore,Now You See Me...,Elemental Extraction
3739,"Rémy Trouvé, Monsieur of Benevolence",Shadow of Darkness,Twilight Blade,Chaos Diver,Sidestep,Shadow of the Bat,Shadow of the Imp,Blood Sport,Vanishing Act,Blur,Shadow of the Moon,Bedlam,Pandemonium,,,,,,,,,,,,,Bioreloader,Mitosis,Nanomedics,Reactive Healing,Breath IV,Rapid Regeneration,Breath I,Extract Essence,Breath III,Lightspeed,Apotheosis,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,Hyper Propulsion,Hyper Ammo,Repositioning,Barbed Ammo,Resourceful,Boots of the Dervish,Fragmenting Ammo,Deadeye,Speed Loader,Fast Feet,High Velocity Shells,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,Prylor from the Archipelago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Shard Research,Cover Expert,Nimble,Speedrun,Shard Frenzy,Sharder Mk I,Dimension Shift,Time Warp,Moment,Accelerate,Matrix Building,,,,,,,,,,,,,,,,,,,,,,,,,Armored Backpack,Order Armor,Beef,Aegis,Resolute,Turtle Up,Immovable,Fortify,Beefup,Planned Retreat,Praetorian,Warden,Shadow of Darkness,Scouting Drones,Freshman,Sidestep,Revelation,Elemental Extraction,Elemental Velocity,Fade Into The Night,Sophomore,Junior,Brain Drain,Blurring Movement
2271,"Pan, the Berserker from the Drifting Mesa",,,,,,,,,,,,,,,,,,,,,,,,,Bioreloader,Picomedics,Health Augment,Harvesting Augment,Consume,Rapid Regeneration,Breath I,Flux,Breath III,Harvesting Sensors,Lightspeed,Apotheosis,,,,,,,,,,,,,,,,,,,,,,,,,Charged Ammo,Fragmenting Ammo,Marksman,Barbed Ammo,Repositioning,Deadshot,Hyper Propulsion,Exposed Weaknesses,Speed Loader,High Velocity Shells,Resourceful,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,Shadow of Darkness,Elemental Velocity,Fog Trap,Quick Thinker,Brain Drain,Junior,Blur,Fade Into The Night,Freshman,Decoy,Elemental Extraction,Now You See Me...
2120,Secretive Warden Helyanne Onyxlith,,,,,,,,,,,,,Chaos Surfer,Battle Roar,Titan's Force,Madhouse,Kabooooom!,Heavy Hands,Anarchy,Enhanced Strength,War Cry,Drums of War,Brute,Primal Scream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Cleansing Fire,Flex,Arm of Justice,Nanomedics,Whirlwind,Powered Weapon,Light's Touch,The Guilty Flee,Titan Blood,Battle School Faculty,Breath IV,,,,,,,,,,,,,Vanishing Act,Blur,Decoy,Sidestep,Brain Drain,Now You See Me...,Shadow of Darkness,Cloaking Drone,Sophomore,Scouting Drones,Elemental Extraction,Revelation
2858,Captain Strakov,Chaos Diver,Twilight Blade,Blur,Shadow of the Bat,Sidestep,Pandemonium,Shadow of Darkness,Blood Sport,Bedlam,Shadow of the Moon,Lethal Focus,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Moment,Home Field Advantage,Speedrun,Time Dilation,Accelerate,Sharder Mk I,Dimension Shift,Opportunity Window,Nimble,Marathoner,Cheat Code,,,,,,,,,,,,,Powered Weapon,Breath I,Titan Blood,Whirlwind,Hunter,Room to Grow,Picomedics,Order Armor,Breath II,Light's Embrace,Breath IV,Steel Tornado,,,,,,,,,,,,,,,,,,,,,,,,
1878,The Stimulating Duc Lavrechant,Blood Sport,Shadow of Darkness,Twilight Blade,Shadow of the Bat,Night Edge,Shadow of the Imp,Chaos Surfer,Blur,Bedlam,Shadow of the Moon,Meditation,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Fast Travel,Improved Extraction,Dimension Shift,Pulsar,Shard Research,Sharder Mk I,Moment,Home Field Advantage,Time Warp,Nimble,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Fortify,Beef,Aegis,Planned Retreat,Warden,Momentum,Combat Training,Bulwark,Guardian,Beefup,Praetorian,,,,,,,,,,,,
1917,Kaelyra Evanthir from Shadowed Thyrawynne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muse,Deep Insights,Overclock,Forbidden Knowledge,Revelation,Reinforcing Plates,Sightsee,Quick Thinker,Aegis,Brain Drain,Blast Armor,Senior,Haste,Shard Research,Moment,Pulsar,Opportunity Window,Accelerate,Nimble,Fast Feet,Sharder Mk II,Repositioning,Matrix Building,"Creighton, AI Advisor",,,,,,,,,,,,,Powered Weapon,Picomedics,Order Armor,Breath II,Arm of Justice,Room to Grow,Breath I,Refreshing Jog,Exercise Regimen,Whirlwind,Hunter,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,
2382,Roi Volange-Dorevigne,,,,,,,,,,,,,Chaos Surfer,Anarchy,Kabooooom!,Drums of War,Brute,Primal Scream,Enhanced Strength,Micro Explosives,Madhouse,War Cry,Heavy Hands,"Gym, Tan, Laundry",Flux,Fortified Muscles,Mitosis,Harvesting Augment,Reactive Healing,Rapid Regeneration,Harmonic Inferon,Bioreloader,Regenerative Plates,Harvesting Sensors,Breath III,Breath IV,Muse,Mainframe,Forbidden Knowledge,Quick Thinker,Brain Drain,Blast Armor,Sightsee,Aegis,Shardstorm Accelerant,Overclock,Reinforcing Plates,Senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,Jasque Gagneux the Vicomte,Blur,Shadow of Darkness,Meditation,Shadow of the Moon,Bedlam,Leg Day,Vanishing Act,Chaos Surfer,Shadow of the Bat,Night Edge,Sidestep,Shadow of the Imp,,,,,,,,,,,,,Breath I,Podiatric Nanobots,Harvesting Sensors,Regenerative Plates,Nanomedics,Lightspeed,Bioreloader,Mitosis,Harvesting Augment,Breath III,Accelerate,Rapid Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,Charged Ammo,Eagle Eye,Hyper Ammo,Concealment,Barbed Ammo,Repositioning,Exposed Weaknesses,Fragmenting Ammo,Speed Loader,Fast Feet,High Velocity Shells,Boots of the Dervish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,"Velunara Ysilverin, Keeper of Harmony",,,,,,,,,,,,,Anarchy,Enhanced Strength,Frenzy,Thrill of Battle,Kabooooom!,Micro Explosives,Chaos Surfer,Battle Roar,Madhouse,Drums of War,Titan's Force,Brute,,,,,,,,,,,,,Muse,Sightsee,Immovable,Deep Insights,Quick Thinker,Blast Armor,Fortify,Mainframe,Overclock,Shardstorm Accelerant,Revelation,Brain Drain,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Respect the Fallen,Whirlwind,Arm of Justice,Steel Tornado,Breath IV,Flex,Nanomedics,Battle School Faculty,Light's Embrace,Room to Grow,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
3056,"Romana ""Cobalt"" Belatoris",Blur,Blood Sport,Sidestep,Shadow of the Moon,Shadow of the Bat,Midnight Whisper,Shadow of Darkness,Chaos Diver,Meditation,Leg Day,Lethal Focus,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Moment,Time Warp,Sharder Mk II,Shard Research,Matrix Building,Sharder Mk I,Pulsar,Repositioning,Nimble,Time Dilation,Marathoner,,,,,,,,,,,,,,,,,,,,,,,,,Beef,Armored Backpack,Royal Guard,Beefup,Reinforcing Plates,Warden,Fortify,Order Armor,Guardian,Resolute,Turtle Up,Praetorian,,,,,,,,,,,,
2486,Perrand Gagnon from the Outcrop,Vanishing Act,Blood Sport,Shadow of the Bat,Sidestep,Shadow of the Moon,Pandemonium,Shadow of Darkness,Chaos Diver,Leg Day,Lethal Focus,Midnight Whisper,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flux,Fast Travel,Repositioning,Speedrun,Nimble,Moment,Sharder Mk I,Haste,Home Field Advantage,Sharder Mk II,Shard Research,Shard Frenzy,,,,,,,,,,,,,,,,,,,,,,,,,Beef,Order Armor,Honor Guard,Aegis,Royal Guard,Warden,Immovable,Fortify,Combat Training,Planned Retreat,Praetorian,Turtle Up,,,,,,,,,,,,
2781,le Roux-Ford from the Trench,Vanishing Act,Shadow of Darkness,Twilight Blade,Night Edge,Shadow of the Moon,Sidestep,Blur,Chaos Surfer,Meditation,Shadow of the Bat,Bedlam,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharder Mk I,Fast Travel,Sharder Mk II,Dimension Shift,Shard Frenzy,Matrix Building,Haste,Nimble,Shard Research,Pulsar,"Creighton, AI Advisor",Marathoner,,,,,,,,,,,,,,,,,,,,,,,,,Order Armor,Fortify,Beef,Beefup,Resolute,Turtle Up,Immovable,Armored Backpack,Aegis,Guardian,Praetorian,Warden,,,,,,,,,,,,
2931,"Olar ""Iron"" Tazrov",,,,,,,,,,,,,Chaos Surfer,Durasteel Haft,Kabooooom!,Drums of War,Heavy Hands,"Gym, Tan, Laundry",Anarchy,Enhanced Strength,Madhouse,Micro Explosives,Brute,Primal Scream,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Flux,Shard Research,Opportunity Window,Moment,Accelerate,Sharder Mk I,Nimble,Dimension Shift,Home Field Advantage,Marathoner,Shard Frenzy,,,,,,,,,,,,,Order Armor,Nanomedics,Battle School Faculty,Breath II,Vow of Revenge,Hunter,Powered Weapon,Whirlwind,Healthy Habits,Respect the Fallen,Room to Grow,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,
2295,Reverend Durandal-Zoltekov,,,,,,,,,,,,,Battle Roar,Drums of War,War Cry,Micro Explosives,Seethe,Primal Scream,Anarchy,Kabooooom!,Titan's Force,Madhouse,Brute,"Gym, Tan, Laundry",,,,,,,,,,,,,Fortify,Scent of Weakness,Immovable,Quick Thinker,Revelation,Senior,Muse,Sightsee,Shardstorm Accelerant,Forbidden Knowledge,Brain Drain,Blast Armor,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Whirlwind,Battle School Faculty,Titan Blood,Vow of Revenge,Hunter,Picomedics,Arm of Justice,Light's Embrace,Valor's Reward,Breath IV,Room to Grow,,,,,,,,,,,,,,,,,,,,,,,,
2304,Judge and Executioner Drakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharder Mk I,Shard Research,Moment,Repositioning,Pulsar,Shard Frenzy,Haste,Cover Expert,Sharder Mk II,Nimble,Speedrun,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Fortify,Resolute,Royal Guard,Aegis,Praetorian,Order Armor,Armored Backpack,Planned Retreat,Guardian,Beefup,Turtle Up,Blur,Elemental Velocity,Sophomore,Decoy,Junior,Now You See Me...,Shadow of Darkness,Freshman,Fade Into The Night,Quick Thinker,Revelation,Brain Drain
1879,Vincent-Trissellois from Thalassfleur,Chaos Surfer,Twilight Blade,Shadow of Darkness,Bedlam,Night Edge,Midnight Whisper,Vanishing Act,Blur,Lethal Focus,Shadow of the Moon,Leg Day,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Dimension Shift,Shard Research,Home Field Advantage,Pulsar,Moment,Sharder Mk I,Sharder Mk II,Fast Feet,Time Warp,Nimble,Shard Frenzy,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Fortify,Momentum,Royal Guard,Resolute,Beefup,Beef,Combat Training,Planned Retreat,Bulwark,Aegis,Praetorian,,,,,,,,,,,,
1558,Valandor Gloamrill from the Tuff Cone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Fast Travel,Fast Feet,Nimble,Shard Research,"Creighton, AI Advisor",Sharder Mk I,Dimension Shift,Home Field Advantage,Moment,Shard Frenzy,Accelerate,,,,,,,,,,,,,Powered Weapon,Breath II,Healthy Habits,Second Wind,Nanomedics,Steel Tornado,The Guilty Flee,Whirlwind,Valor's Reward,Battle School Faculty,Room to Grow,Breath IV,,,,,,,,,,,,,Cloaking Drone,Shadow of Darkness,Sophomore,Fog Trap,Elemental Extraction,Revelation,Blur,Fade Into The Night,Quick Thinker,Freshman,Junior,Now You See Me...
2140,"Sylithra, Sentinel of Perception",,,,,,,,,,,,,Chaos Diver,Enhanced Strength,Kabooooom!,Seethe,Madhouse,"Gym, Tan, Laundry",Durasteel Haft,Micro Explosives,Titan's Force,Thrill of Battle,Drums of War,Brute,Flux,Picomedics,Reactive Healing,Harvesting Augment,Consume,Rapid Regeneration,Breath I,Breath III,Metamorphosis,Extra Phalanges,Breath IV,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadow of Darkness,Fog Trap,Quick Thinker,Decoy,Revelation,Brain Drain,Vanishing Act,Freshman,Scouting Drones,Sidestep,Now You See Me...,Junior
2656,The Tenacious Brother Tullian-Kaldren,,,,,,,,,,,,,Enhanced Strength,Anarchy,Seethe,Drums of War,War Cry,"Gym, Tan, Laundry",Chaos Surfer,Frenzy,Kabooooom!,Thrill of Battle,Heavy Hands,Brute,,,,,,,,,,,,,Immovable,Scent of Weakness,Muse,Overclock,Shardstorm Accelerant,Forbidden Knowledge,Mainframe,Sightsee,Aegis,Deep Insights,Quick Thinker,Senior,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Titan Blood,Arm of Justice,Exercise Regimen,Gift of the Shards,Breath IV,Powered Weapon,Whirlwind,Battle School Faculty,Breath II,Room to Grow,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
3534,Professor Cylenne Silverglenna,,,,,,,,,,,,,Anarchy,Enhanced Strength,Madhouse,Micro Explosives,Titan's Force,Brute,Chaos Diver,Battle Roar,Drums of War,Kabooooom!,"Gym, Tan, Laundry",Heavy Hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Order Armor,Armored Backpack,Immovable,Guardian,Aegis,Turtle Up,Combat Training,Momentum,Fortify,Beefup,Warden,Praetorian,Elemental Velocity,Quick Thinker,Sophomore,Scouting Drones,Blurring Movement,Elemental Extraction,Shadow of Darkness,Fog Trap,Freshman,Sidestep,Brain Drain,Revelation
2235,Synthetic Legatus Rallianus-Bellovus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Mainframe,Forbidden Knowledge,Aegis,Shardstorm Accelerant,Revelation,Muse,Scent of Weakness,Overclock,Deep Insights,Brain Drain,Senior,,,,,,,,,,,,,Eagle Eye,Exposed Weaknesses,Sharpshooter,Barbed Ammo,Speed Loader,High Velocity Shells,Sprinting Burst,Fragmenting Ammo,Repositioning,Boots of the Dervish,Resourceful,Skedaddle,Order Armor,Flex,Respect the Fallen,Arm of Justice,Steel Tornado,Room to Grow,Breath I,Light's Touch,Breath II,Battle School Faculty,Hunter,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,
1704,Sister Kaelyra Zorynth,Blood Sport,Twilight Blade,Vanishing Act,Shadow of the Moon,Sidestep,Shadow of the Imp,Shadow of Darkness,Blur,Lethal Focus,Night Edge,Bedlam,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,Fortify,Muse,Shardstorm Accelerant,Forbidden Knowledge,Reinforcing Plates,Brain Drain,Scent of Weakness,Aegis,Deep Insights,Quick Thinker,Senior,Revelation,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Picomedics,Whirlwind,Battle School Faculty,Breath II,Hunter,Order Armor,Cleansing Fire,Arm of Justice,Second Wind,Room to Grow,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,
